HanDynasty,漢朝,背水一戰,背水：背向水，表示沒有退路。比喻與敵人決一死戰。
HanDynasty,漢朝,捕風捉影,風和影子都是抓不著的。比喻說話做事絲毫沒有事實根據。
HanDynasty,漢朝,不寒而栗,栗：畏懼，發抖。不冷而發抖。形容非常恐懼。
HanDynasty,漢朝,不合時宜,時宜：當時的需要和潮流。不適合時代形勢的需要。也指不合世俗習尚。 
HanDynasty,漢朝,不可多得,形容非常稀少，很難得到（多指人才或稀有物品）。
HanDynasty,漢朝,不入虎穴，不得虎子,不進老虎洞，就不能捉到小老虎。比喻不擔風險就不可能取得成果。 
HanDynasty,漢朝,巢毀卵破,鳥巢毀了，卵也一定會打碎。比喻大人遭難而牽連到子女。
HanDynasty,漢朝,車水馬龍,車象流水，馬象遊龍。形容來往車馬很多，連續不斷的熱鬧情景。
HanDynasty,漢朝,乘人之危,乘人家危難的時候去威脅損害。
HanDynasty,漢朝,唇亡齒寒,嘴唇沒有了，牙齒就會感到寒冷。比喻利害密要相關。
HanDynasty,漢朝,大材小用,把大的材料當成小的材料用。比喻使用不當，浪費人才。
HanDynasty,漢朝,大逆不道,逆：叛逆；道：指封建道德；不道：違反封建道德。舊時統治階級對破壞封建秩序的人所加的重大罪名。
HanDynasty,漢朝,洞見癥結,洞見：清楚地看到；症結：肚子裏結塊的病，比喻問題的關鍵。比喻事情的糾葛或問題的關鍵所在。形容觀察銳利，看到了問題的關鍵。
HanDynasty,漢朝,斷織勸學,原指東漢時樂羊子妻借切斷織機上的線，來諷喻丈夫不可中途廢學。後比喻勸勉學習。
HanDynasty,漢朝,得不酬失,所得的利益抵償不了所受的損失。同“得不償失”。 
HanDynasty,漢朝,按圖索驥,索：找；驥：良馬。按照畫像去尋求好馬。比喻墨守成規辦事；也比喻按照線索去尋求。
HanDynasty,漢朝,防微杜漸,微：微小；杜：堵住；漸：指事物的開端。比喻在壞事情壞思想萌芽的時候就加以制止，不讓它發展。
MingDynasty,明朝,風餐露宿,風裏吃飯，露天睡覺。形容旅途或野外工作的辛苦。
MingDynasty,明朝,萬人空巷,空巷：街道裏弄裏的人全部走空。指家家戶戶的人都從巷裏出來了。多形容慶祝、歡迎等盛況。
MingDynasty,明朝,真龍天子,舊時認為皇帝是天上的真龍下凡，因以為皇帝的代稱。
MingDynasty,明朝,一絲不苟,做事認真細致，一點兒不馬虎。
MingDynasty,明朝,長此以往,長期這樣下去。
ThreeKingdoms,三國,不知所雲,雲：說。不知道說得是些麼。形容說話內容混亂，無法理解。
ThreeKingdoms,三國,車載鬥量,載：裝載。用車載，用鬥量。形容數量很多，不足為奇。
ThreeKingdoms,三國,處之泰然,處：處理，對待；泰然：安然，不以為意的樣子。若無其事的樣子。形容自理事情沉著鎮定。也指對待問題毫不在意。
ThreeKingdoms,三國,對症下藥,針對病症用藥。比喻針對事物的問題所在，采取有效的措施。 
ThreeKingdoms,三國,伏龍鳳雛,伏龍：（臥龍）諸葛孔明。鳳雛：龐士元。兩人都是漢末三國時期著名的謀略家，軍事家。後指隱而未現的有較高學問和能耐的人。
ThreeKingdoms,三國,負重致遠,負：背著；致：送到。背著重東西走遠路。比喻能夠負擔艱巨任務。
ThreeKingdoms,三國,顧曲周郎,原指周瑜業於音樂。後泛指通音樂戲曲的人。 
ThreeKingdoms,三國,刮目相看,指別人已有進步，不能再用老眼光去看他。
ThreeKingdoms,三國,胡肥鍾瘦,胡：三國時的胡昭；鍾：三國時的鍾繇。胡昭的字體肥，鍾繇的字體瘦。形容書法各擅其美。
ThreeKingdoms,三國,畫餅充飢,畫個餅來解除饑餓。比喻用空想來安慰自己。
ThreeKingdoms,三國,堅壁清野,對付強敵入入侵的一種方法。使敵人既攻不下據點，又搶不到物資。
ThreeKingdoms,三國,竭盡全力,用盡全部力量。
ThreeKingdoms,三國,開誠佈公,指以誠心待人，坦白無私。
ThreeKingdoms,三國,開天闢地,古代神話傳說：盤古氏開辟天地，開始有人類曆史。後常比喻空前的，自古以來沒有過的。 
ThreeKingdoms,三國,空城計,指在危急處境下，掩飾空虛，騙過對方的策略。
ThreeKingdoms,三國,狼狽不堪,困頓、窘迫得不能忍受。形容非常窘迫的樣子。
ThreeKingdoms,三國,老生常談,老書生經常說的話。比喻人們聽慣了的沒有新鮮意思的話。
ThreeKingdoms,三國,樂不思蜀,在新環境中得到樂趣，不再想回到原來環境中去。
ThreeKingdoms,三國,賠了夫人又折兵,比喻想占便宜，反而受到雙重損失。 
ThreeKingdoms,三國,七擒七縱,三國時，諸葛亮出兵南方，將當地酋長孟獲捉住七次，放了七次，使他真正服輸，不再為敵。比喻運用策略，使對方心服。
SongDynasty,宋朝,暗箭傷人,放冷箭傷害人。比喻暗地裏用某種手段傷害人。
SongDynasty,宋朝,百丈竿頭,佛教語，百丈高的竿子，比喻道行達到很高境界。 
SongDynasty,宋朝,不入虎穴，不得虎子,不進老虎洞，就不能捉到小老虎。比喻不擔風險就不可能取得成果。 
SongDynasty,宋朝,成也蕭何，敗也蕭何,蕭何：漢高祖劉邦的丞相。成事由於蕭何，敗事也由於蕭何。比喻事情的成功和失敗都是由這一個人造成的。
SongDynasty,宋朝,聰明反被聰明誤,自以為聰明反而被聰明耽誤或妨害了。 
SongDynasty,宋朝,東床坦腹,指女婿。
SongDynasty,宋朝,斷齏畫粥,斷：切斷；齏：醬菜或醃菜之類。指食物粗簡微薄。形容貧苦力學。
SongDynasty,宋朝,佛頭著糞,著：放置。原指佛性慈善，在他頭上放糞也不計較。後多比喻不好的東西放在好東西上面，玷汙的好的東西。
SongDynasty,宋朝,感恩圖報,感激別人的恩情而想辦法回報。
SongDynasty,宋朝,掛羊頭賣狗肉,比喻以好的名義做幌子，實際上名不副實或做壞事。 
SongDynasty,宋朝,駭人聽聞,駭：震驚。使人聽了非常吃驚、害怕。
SongDynasty,宋朝,好好先生,與人無爭，只求相安無事的人。
SongDynasty,宋朝,韓潮蘇海,指唐朝韓愈和宋朝蘇軾的文章氣勢磅礴，如海如潮。
SongDynasty,宋朝,季常之癖,宋朝人陳糙，字季常，他的妻子柳氏脾氣暴躁，醋性很大，陳很怕她。後稱人怕老婆就說有“季常之癖”。
SongDynasty,宋朝,家喻戶曉,喻：明白；曉：知道。家家戶戶都知道。形容人所共知。
SongDynasty,宋朝,見怪不怪,看到怪異的現象不要大驚小怪。指遇到不常見的事物或意外情況，要沉著鎮靜。
SongDynasty,宋朝,近水樓臺,水邊的樓臺先得到月光。比喻能優先得到利益或便利的某種地位或關系。 
SongDynasty,宋朝,口若懸河,講起話來滔滔不絕，象瀑布不停地奔流傾瀉。形容能說會辨，說起來沒個完。 
SongDynasty,宋朝,閉門造車,關起門來造車子。比喻脫離實際，只憑主觀辦事。
